3.5
4.7
5
5.6
6.4
6.5
7
8
8.9
9.4
10
10.1
10.2
10.3
10.4
10.6
10.8
11.0
11.1
11.4
11.6
12
12.0
12.1
12.2
12.3
12.4"
12.5
12.6
12.9
13.0
13.1
13.3
13.4
13.5
13.6"
13.9
14.0
14.1
14.2
14.4
14.5
15
15.2
15.4
15.5
15.6
16
16.1
16.4
17
17.3
18.0
18.4
18.5
19
19.5
20
20.7
21.5
23
23.8
24.0
27
