Title_1,Part_1
"7NGD1 Dell XPS 13 (9310) 2-in-1 13.4"" Touchscreen FHD+ASSY LCD SLVR 13.4 FHD+ SHARP -SILVER Replacement Laptop LCD LED Screen Display Monitor",
"R3FYY New Dell XPS 13 (9310) 2-in-1 13.4"" Touchscreen FHD+ASSY LCD WHT 13.4 FHD+ SHARP -WHITE Replacement Laptop LCD LED Screen Display Monitor",
"MMKN2 New Dell XPS 13 (7390) 2-in-1 13.4"" Touchscreen ASSY LCD BLACK 13.4 UHD+ 7390V1 Replacement Laptop LCD LED Screen Display Monitor",
"43GKT New Dell XPS 13 (7390) 2-in-1 13.4"" Touchscreen ASSY LCD CVR-BLK 13.4 UHD+ 7390 Replacement Laptop LCD LED Screen Display Monitor",
K01T4 ASSY LCD BLACK 13.4FHD+ 7390V1 Replacement Laptop LCD LED Screen Display Monitor,
"3P74V NEW Dell XPS 13 (9310) 2-in-1 13.4"" UHD 4K TSN LCD Display Assembly 3P74V -SLIVER Replacement Laptop LCD LED Screen Display Monitor",
"YHWYD Dell XPS 13 Plus 9320 13.4"" Touchscreen FHD+ LCD Display Complete Assembly - BLACK  Replacement Laptop LCD LED Screen Display Monitor",
"VNRJ0 Dell XPS 13 Plus 9320 13.4"" Touchscreen FHD+ LCD Display Complete Assembly - Silver Replacement Laptop LCD LED Screen Display Monitor",
"29WPH Dell XPS 13 Plus 9320 Laptop 13.4"" OLED 3.5K LCD Display Complete Assembly - Silver  Replacement Laptop LCD LED Screen Display Monitor",
"VDDHK Dell XPS 13 Plus 9320 Laptop 13.4"" Touchscreen OLED 3.5K LCD Display Complete -BLACK Replacement Laptop LCD LED Screen Display Monitor",
"G1GMN /D6X6W DELL XPS13Plus 9320 Laptop 13.4"" Touchscreen UHD + LCD Display Complete -SLIVER Replacement Laptop LCD LED Screen Display Monitor",
"JXMV1 DELL XPS13Plus 9320 Laptop 13.4"" Touchscreen UHD + LCD Display Complete -BLACK Replacement Laptop LCD LED Screen Display Monitor",
"7G0RW Dell XPS 9320 Plus 13.4"" FHD LCD Non Touch Assembly Silver - 7G0RW Replacement Laptop LCD LED Screen Display Monitor",
"9PG51 Dell XPS 9320 Plus 13.4"" FHD LCD Non Touch Assembly BLACK - 9PG51  Replacement Laptop LCD LED Screen Display Monitor",
