UID,Status,Group,Title,Price,Qty,Title_Issue
426614,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Samsung LTN173KT02 TN display HD+ 1600x900 Matte 60Hz Replacement Laptop LCD LED Screen Monitor",71.69,,"Samsung LTN173KT02 TN display HD+ (1600x900) matt 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426615,Existing,"(#1073) Non-Cataloged Items waiting for groups contact Dave","ChiMei N173FGE-L13 TN display HD+ 1600x900 Matte 60Hz Replacement Laptop LCD LED Screen Monitor",71.69,,"Chi Mei N173FGE-L13 TN display HD+ (1600x900) matt 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426617,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Innolux N173FGE-L13 Rev.C1 TN display HD+ 1600x900 Matte 60Hz Replacement Laptop LCD LED Screen Monitor",71.69,,"Innolux N173FGE-L13 Rev.C1 TN display HD+ (1600x900) matt 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426618,Existing,"(#1073) Non-Cataloged Items waiting for groups contact Dave","AU Optronics B173RW01 TN display HD+ 1600x900 glossy 60Hz Replacement Laptop LCD LED Screen Monitor",69.55,,"AU Optronics B173RW01 TN display HD+ (1600x900) glossy 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426620,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Samsung LTN173KT02-T01 TN display HD+ 1600x900 glossy 60Hz Replacement Laptop LCD LED Screen Monitor",69.55,,"Samsung LTN173KT02-T01 TN display HD+ (1600x900) glossy 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426621,Existing,"(#1073) Non-Cataloged Items waiting for groups contact Dave","ChiMei N173FGE-L13 TN display HD+ 1600x900 glossy 60Hz Replacement Laptop LCD LED Screen Monitor",69.55,,"Chi Mei N173FGE-L13 TN display HD+ (1600x900) glossy 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426622,Existing,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Innolux N173FGE-L63 TN display HD+ 1600x900 glossy 60Hz Replacement Laptop LCD LED Screen Monitor",69.55,,"Innolux N173FGE-L63 TN display HD+ (1600x900) glossy 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426623,Existing,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Toshiba P000643070 TN display HD+ 1600x900 glossy 60Hz Replacement Laptop LCD LED Screen Monitor",69.55,,"Toshiba P000643070 TN display HD+ (1600x900) glossy 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426625,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Toshiba P000643080 TN display HD+ 1600x900 glossy 60Hz Replacement Laptop LCD LED Screen Monitor",69.55,,"Toshiba P000643080 TN display HD+ (1600x900) glossy 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426626,Existing,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Chungwa CLAA173UA01A TN display HD+ 1600x900 glossy 60Hz Replacement Laptop LCD LED Screen Monitor",69.55,,"Chungwa CLAA173UA01A TN display HD+ (1600x900) glossy 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426627,Existing,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Acer KL.17305.001 TN display HD+ 1600x900 glossy 60Hz Replacement Laptop LCD LED Screen Monitor",69.55,,"Acer KL.17305.001 TN display HD+ (1600x900) glossy 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426628,Existing,"(#1073) Non-Cataloged Items waiting for groups contact Dave","LG LP173WD1(TL)(A1) TN display HD+ 1600x900 glossy 60Hz Replacement Laptop LCD LED Screen Monitor",69.55,,"LG LP173WD1 (TL)(A1) TN display HD+ (1600x900) glossy 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426629,Existing,"(#1073) Non-Cataloged Items waiting for groups contact Dave","LG LP173WD1(TL)(E1) TN display HD+ 1600x900 glossy 60Hz Replacement Laptop LCD LED Screen Monitor",69.55,,"LG LP173WD1 (TL)(E1) TN display HD+ (1600x900) glossy 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426631,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Dell 25VY7 TN display HD+ 1600x900 glossy 60Hz Replacement Laptop LCD LED Screen Monitor",69.55,,"Dell 25VY7 TN display HD+ (1600x900) glossy 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426633,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Dell 0RDMMH TN display HD 1366x768 Matte 60Hz Replacement Laptop LCD LED Screen Monitor",73.83,,"Dell 0RDMMH TN display HD (1366x768) matt 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426634,Existing,"(#1073) Non-Cataloged Items waiting for groups contact Dave","HP 724940-001 TN display HD 1366x768 Matte 60Hz Replacement Laptop LCD LED Screen Monitor",73.83,,"HP 724940-001 TN display HD (1366x768) matt 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426635,Existing,"(#1073) Non-Cataloged Items waiting for groups contact Dave","AU Optronics B156XW03 TN display HD 1366x768 Matte 60Hz Replacement Laptop LCD LED Screen Monitor",73.83,,"AU Optronics B156XW03 TN display HD (1366x768) matt 60Hz Replacement Laptop LCD LED Screen Display Monitor"
