Title_1,Title_2,Part_1,Part_2,Part_3,Model_1,Desc_1,Model_2,Price
LG LP173WD1 TN display HD+ (1600x900) glossy 60Hz,Replacement Laptop LCD LED Screen Display Monitor,LP173WD1,LP173WD1 (TP)(E1) LP173WD1-TPE1 LP173WD1-TPE2 LP173WD1 (TP)(E2),,"Acer Aspire E5-771 , Acer Aspire ES1-711 , Asus X751SJ , MSI GE70 (MS-1756) , Acer Aspire E5-773G , Asus X756UV , Acer Aspire E5-774 , Asus F756UQ , Asus R753UX , Lenovo IdeaPad 110-17ISK (80VL)",,,101.65
Innolux N173HCE-E31 IPS display FHD (1920x1080) matt 60Hz (30-Pin eDP),Replacement Laptop LCD LED Screen Display Monitor,N173HCE-E31,N173HCE E31 C1 N173HCE-E31 C2 N173HCE-E31 Rev.C2,,"Asus ROG G752VM , HP Pavilion 17-g100 , Medion Erazer P7644 (D17SHN) , Asus ROG G752VY , HP 17-ak000 , HP Omen 17-w200 , Lenovo V320-17ISK (81B6) , Lenovo IdeaPad L340-17IRH (81LL) , Lenovo IdeaPad L340-17IWL (81M0) , Acer Aspire 3 (A317-51K)",,,133.75
LG LP140WD2 (TP)(B1) TN display HD+ (1600x900) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,LP140WD2 (TP)(B1),LP140WD2-TPB1,,"Lenovo ThinkPad T440 (20B7/20B6) , Schenker S403 (W840SN) , Acer TravelMate 8473Z , Lenovo ThinkPad S440 Touch (20AY/20BB) , Lenovo ThinkPad T440 (20B7/20B6) , Lenovo ThinkPad T440s (20AQ/20AR) , Lenovo ThinkPad T440p (20AN/20AW) , Lenovo ThinkPad S440 (20AY) , Clevo W84x , Schenker S405 (W840SN)",,,84.53
BOE HB140WX1-401 TN display HD (1366x768) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,HB140WX1-401,NT140WHM-N41 V8.1 NT140WHM-N41 V8.0 NT140WHM-N43,,"Lenovo ThinkPad L440 , Asus P452LA , Asus Z450UA , Lenovo IdeaPad 110-14IBR (80T6/80UJ) , Fujitsu LifeBook U747 , HP ProBook 445 G2 , Lenovo IdeaPad 110-14ISK (80UC) , HP Chromebook 14 G4 , Lenovo S41-75 (80JR) , Acer TravelMate P6 (P645-MG)",,,63.13
AU Optronics B133HTN01.1 IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,B133HTN01.1,LP133WF2-SPL1 LP133WF2 (SP)(L6) LP133WF2 (SP)(L3) LP133WF2-SPL3 LP133WF2 (SP)(L9),,"Acer TravelMate P2 (P236-M) , Lenovo IdeaPad 500S-13ISK (80Q2) , Asus ZenBook UX303LA , Asus ZenBook UX303UA , Asus ZenBook UX303UB , Asus X302UA , Asus R301UA , Asus X302UJ , Asus Chromebook C300SA , Asus X302UV",,,95.23
Innolux N133HSE-EA3 IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,N133HSE-EA3,18010-13312400,,"Asus X302UV , Asus ZenBook UX303LB , Asus Transformer Book Flip TP300UA , Asus ZenBook UX303UA , Asus ZenBook UX303UB , Asus X302UA , Asus R301UA , Asus X302UJ , Asus Chromebook C300SA , Asus X302UV",,,105.93
HP L47710-001 IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,L47710-001,L29682-001 L45102-001 L51625-3D3,,"Lenovo Legion 5P-15IMH05H (82AW) , Asus TUF FX505GT , Lenovo Legion Y7000-2019-PG0 (81T0) , Asus VivoBook 15 X512JA , HP Pavilion Gaming 15-ec0000 , Asus TUF A15 FA506II , Acer Aspire 3 (A315-54K) , Asus ExpertBook P1 P1510CDA , Fujitsu LifeBook A3510 , Lenovo ThinkPad P53s (20N6/20N7)",,,82.39
AU Optronics B156HAN08.0 IPS display FHD (1920x1080) matt 144Hz,Replacement Laptop LCD LED Screen Display Monitor,B156HAN08.0,N156HRA-EA1 Rev. C1 B156HAN09.2 B156HAN08.0(5A),,"Acer Nitro 5 (AN515-44) , Asus TUF A15 FA506IV , Asus TUF Gaming A15 FA507RE , Asus TUF Gaming F15 FX506HC , Asus TUF Gaming FX507ZC , Asus TUF Gaming F15 FX507ZE , Lenovo Legion 5-15ARH05H (82B1) , MSI GF66 Katana 12UEK/12UG/12UGS (MS-1583) , MSI GL65 Leopard 9SDR/10SER/10SFR (MS-16U7) , MSI GF66 Thin 11UE/11UG/11UH (MS-1581)",,,109.14
Panda LM156LF2F01 IPS display FHD (1920x1080) matt 144Hz,Replacement Laptop LCD LED Screen Display Monitor,LM156LF2F01,LM156LF2F02 LM156LF2F03,,"Acer Aspire 7 (A715-42G) , Acer Nitro 5 (AN515-45) , Acer Predator Triton 500 (PT515-52) , Asus TUF A15 FA506IH , Asus TUF F15 FX506LH , Asus ROG Zephyrus M15 GU502LW , Asus ROG Zephyrus G15 GA503QC , Asus TUF A15 FA506IC , Asus ROG Zephyrus G15 GA503QS , Asus TUF FX571GT",,,109.14
Lenovo 5D10R29527 original IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,5D10R29527,35055385 5D10M42873 5D10R65301 5D10M42881 5D10M42882 5D10Q66140,,"Lenovo IdeaPad S540-15IWL (81NE/81Q1) , Lenovo ThinkPad T590 (20N4/20N5) , Lenovo ThinkPad P52 (20MA/20M9) , Lenovo IdeaPad S145-15IKB (81VD/81XM) , Lenovo Legion Y740S-15IMH (81YX) , Lenovo IdeaPad S340-15API (81NC) , Lenovo IdeaPad S340-15IIL (81VW) , Lenovo IdeaPad Gaming 3-15IMH05 (81Y4) , Lenovo V15-IIL (82C5) , Lenovo IdeaPad S540-15IML (81NG)",,,178.69
Innolux N156HGE-EAB C2 TN display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,N156HGE-EAB C2,N156HGA-EAB C2 NT156FHM-N41 HB156FH1-401 B156HTN03.6 B156HTN03.8 B156HTN03.8 0C,,"Lenovo V310-15ISK (80SY) , Lenovo IdeaPad 320-15IAP (80XR/81CS) , Lenovo V130-15IGM (81HL) , Lenovo IdeaPad 330-15ARR (81D2) , Lenovo IdeaPad 320-15IKBRN (81BG/81BT) , Lenovo Legion Y520-15IKBA (80WY) , Lenovo Yoga 500-15ISK (80R6) , Lenovo IdeaPad 700-15ISK (80RU) , Lenovo IdeaPad 330-15ICH (81FK) , Lenovo V510-15IKB (80WQ)",,,165.85
HP L19198-001 original IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,L19198-001,4RZ89AV 4RZ90AV L25977-001 L23208-001 L44037-J91 L14383-001,,"HP EliteBook 840 G5 , HP 14s-dq3000 , HP ZBook 14 G2 , HP 14q-aj000 , HP Pavilion 14-n200 , HP Pavilion 14z-b100 , HP EliteBook 840 G3 , HP 245 G4 , HP Pavilion 14-ce0000 , HP Pavilion 14-ce0400",,,165.85
Innolux N156HGA-EA3 Rev. C1 TN display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,N156HGA-EA3 Rev. C1,N156HGA-EA3 N156HGA-EA3 C1,,"HP ZBook 15v G5 , HP 15-ef0000 , HP ProBook 455 G6 , HP ProBook 455R G6 , HP Pavilion Gaming 15-ec0000 , HP Pavilion Gaming 15-ec1000 , HP Pavilion Gaming 15-cx0000 , HP Pavilion 15-eg0000 , HP 15s-eq0000 , HP 15s-eq1000",,,142.31
Dell 5NG4M IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,5NG4M,PXGVC P15XF KFMYW GM09V,,"Dell Precision 15 (3551) , Dell Latitude 15 (5501) , Lenovo ThinkPad L15 Gen 3 (21C7/21C8) , Lenovo ThinkPad L15 Gen 3 (21C3/21C4) , Dell Precision 15 (3550) , Dell Precision 15 (3551) , Dell Latitude 15 (5500) , Dell Latitude 15 (5501) , Dell Latitude 15 (5510) , Dell Latitude 15 (5511)",,,84.53
Lenovo 02HL707 original touch IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,02HL707,SD10S7410,,"Lenovo ThinkPad L13 Gen 2 (21AC) , Lenovo ThinkPad L13 Gen 2 (21AB) , Lenovo ThinkPad X13 (20T2/20T3) , Lenovo ThinkPad L13 Gen 2 (20VH/20VJ) , Lenovo ThinkPad X13 (20UF/20UG) , Lenovo ThinkPad X390 (20Q0/20Q1) , Lenovo X13 Gen 1 (20UF/20UG) , Lenovo ThinkPad X395 (20NL) , Lenovo ThinkPad X395 (20NM) , Lenovo ThinkPad L13 (20R3/20R4)",,,309.23
Lenovo 5D10V82396 original IPS display WUXGA (1920x1200) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,5D10V82396,5D10V82394 5D10V82395,,"Lenovo ThinkPad T14s G4 (21F6/21F7) , Lenovo ThinkPad E14 Gen 5 (21JK/21JL) , Lenovo ThinkPad E14 Gen 5 (21JR/21JS) , Lenovo ThinkPad P14s Gen 4 (21HF/21HG) , Lenovo ThinkPad T14 Gen 3 (21AH/21AJ) , Lenovo ThinkPad T14 Gen 3 (21CF/21CG) , Lenovo ThinkPad T14 Gen 4 (21HD/21HE) , Lenovo ThinkBook 14 G4+ IAP (21CX) , Lenovo ThinkPad P14s G3 (21AK/21AL) , Lenovo ThinkPad P14s G3 (21J5/21J6)",,,174.41
Fujitsu CP518170-XX TN display HD+ (1600x900) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,CP518170-XX,CLAA173UA01A,,"Packard Bell EasyNote LJ67 , Samsung R719 , Packard Bell Easynote LM81 , Samsung M730 , Packard Bell Easynote LS44HR , Wortmann Terra Mobile 1747 , HP Compaq Presario CQ71-400 , Asus N71VG , Asus X70AD , Acer Aspire 7250G",,,71.69
Asus 18010-15601700 TN display HD (1366x768) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,18010-15601700,18010-15601700,,"Acer TravelMate 8572G , Acer TravelMate TimelineX 8573T , Acer Aspire V5-571G , Acer Aspire 5943G , Acer Extensa 2510G , Acer Aspire E1-532PG , Acer Aspire V3-572P , Asus S56CA , Asus F550DP , Asus P56CB",,,73.83
Asus 18010-15631400 TN display HD (1366x768) glossy 60Hz,Replacement Laptop LCD LED Screen Display Monitor,18010-15631400,18010-15621700 18010-15621300 18010-15601600 18010-15630400 18010-15630500 18010-15612000 18G241560041Q 18010-15600300 18010-15621800,,"Acer TravelMate 8571 , Acer Aspire 5830TG , Acer Aspire V5-571G , Acer Aspire V5-551 , Acer Aspire V5-551G , Acer Aspire V3-572 , Acer Aspire E1-532PG , Acer Aspire V3-572G , Acer Aspire V3-572P , Acer TravelMate 8572 HF",,,72.76
Innolux N156BGA-EA3 TN display HD (1366x768) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,N156BGA-EA3,N156BGE-E31 N156BGE-E32 N156BGE-E41 N156BGA-EB2,,"Acer Aspire E5-511 , Acer Extensa 2510 , Acer Extensa 2510G , Acer Aspire E5-571G , Acer Aspire V 15 Nitro (VN7-571) , Acer Aspire V3-575G , Acer TravelMate P2 (P258-M) , Acer Aspire F15 (F5-573G) , Acer Aspire E5-553G , Acer Aspire F15 (F5-573)",,,69.55
Asus 18010-15602200 TN display HD (1366x768) glossy 60Hz,Replacement Laptop LCD LED Screen Display Monitor,18010-15602200,18010-15612700 18010-15602600 18010-15650200 18010-15651900 18010-15604500 18010-15613400 18010-15651200 18010-15611200,,"Acer Aspire V5-572G , Acer Aspire TimelineU M3-581TG , Acer Aspire E5-521 , Acer TravelMate P2 (P256-MG) , Acer Aspire V3-574 , Acer TravelMate P2 (P257-M) , Acer Aspire E5-532 , Acer TravelMate P6 (P658-MG) , Acer Aspire E5-553 , Acer Aspire E5-553G",,,73.83
HP 739582-001 IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,739582-001,737659-001 821816-007 841484-001 822320-390 L01103-001 795948-001 795952-001 747753-001 823951-001,,"Asus VivoBook Max X441SA , Lenovo ThinkPad E455 , HP EliteBook 840 G1 , Lenovo V510-14IKB (80WR) , Asus Chromebook C423NA , Lenovo ThinkPad T470s (20HF/20HG/20JS/20JT) , Lenovo ThinkPad L490 (20Q5/20Q6) , Asus VivoBook R418UA , Acer TravelMate P2 (P2410-G2-M) , Asus R415UQ",,,82.39
AU Optronics B173HAN01.7 IPS display FHD (1920x1080) matt 60Hz (30-Pin eDP),Replacement Laptop LCD LED Screen Display Monitor,B173HAN01.7,6091-L2629G B173HAN01.0 H/W:7A,,"Acer Predator 17 X (GX-791) , Acer Aspire E5-773 , Clevo W67x , HP ProBook 470 G4 , Lenovo Legion Y920-17IKB (80YW) , HP 17-x100 , MSI GT72 6QD/6QE/6RE (MS-1785) , Medion Erazer P7643 (D17SHN) , HP 17-bs100 , Exone go Workstation 1735 (93608) (MS-1782)",,,133.75
AU Optronics B133XTN01.3 TN display (1366x768) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,B133XTN01.3,B133XTN01.6 HW0A,,"Lenovo IdeaPad U330P , Acer Aspire V3-371 , HP ProBook 430 G3 , Lenovo IdeaPad U330 , Lenovo IdeaPad 500S-13ISK (80Q2) , Lenovo ThinkPad 13 Chromebook (20GL/20GM) , Dell Latitude 13 (3350) , Acer Aspire ES1-332 , Lenovo E31-70 (80KC/80KW/80KX) , Asus Chromebook C300SA",,,72.76
LG LP156WFG (SP)(F3) IPS display FHD (1920x1080) matt 144Hz,Replacement Laptop LCD LED Screen Display Monitor,LP156WFG (SP)(F3),NE156FHMNX1 LP156WFG (SP) (B4) LP156WFG-SPB4,,"Acer Nitro 7 (AN715-51) , Acer Nitro 5 (AN515-55) , Asus ROG Strix G15 G512LV , Asus ROG Zephyrus G15 GA502IU , Asus ROG Strix G15 G513QC , Asus TUF Gaming A15 FA506QR , Dell G3 15 (3500) , MSI GL65 Leopard 9SCSR/9SCXR (MS-16U8) , MSI GF65 Thin 10UE (MS-16W2) , MSI GF66 Katana 12UGSK/12UGSO (MS-1583)",,,109.14
BOE NV140FHM-N62 V8.0 IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,NV140FHM-N62 V8.0,18010-14052100,,"Lenovo ThinkPad E480 (20KQ/20KN) , Asus X406UA , Asus VivoBook S14 S406UA , HP 14-ck0000 , Asus ZenBook UX410UF , Asus ZenBook UX3410UF , Asus ZenBook 14 UX430UQ , Asus ZenBook 14 UX3430UQ , Asus ZenBook 14 UX430UA , Asus ZenBook 14 UX3430UA",,,73.83
Lenovo 5D10R41283 original TN display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,5D10R41283,5D10R41283,,"Lenovo S330 ChromeBook (81JW) , Lenovo IdeaPad 3-14ADA05 (81W0) , Lenovo ThinkBook 14 G3 ACL (21A2) , Lenovo IdeaPad S340-14IML (81N9) , Lenovo V14-IWL (81YB) , Lenovo E41-50 (82HX) , Lenovo IdeaPad S540-14IWL Touch (81ND/81QX) , Lenovo 14e Chromebook Gen 2 (82M1/82M2) , Lenovo ThinkPad E14 (20RA/20RB) , Lenovo IdeaPad 3-14ITL6 (82H7)",,,138.03
Lenovo 5D10R41286 original TN display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,5D10R41286,5D10W73203 5D10W73206,,"Lenovo IdeaPad 3-14ARE05 (81W3) , Lenovo IdeaPad S145-14API (81UV) , Lenovo V14-IIL (82C4) , Lenovo IdeaPad S340-14API (81NB) , Lenovo IdeaPad 3-14IML05 (81WA) , Lenovo 14e ChromeBook (81MH) , Lenovo IdeaPad S145-14IKB (81VB) , Lenovo ThinkPad T14 Gen 2 (20W0/20W1) , Lenovo E14 Gen 3 (20Y7) , Lenovo ThinkPad T490s (20NX/20NY)",,,138.03
Lenovo 02HL701 TN display HD (1366x768) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,02HL701,02HL700,,"Lenovo ThinkPad L13 Gen 2 (20VH/20VJ) , Lenovo ThinkPad X13 (20UF/20UG) , Lenovo X13 Gen 1 (20UF/20UG) , Lenovo ThinkPad X390 (20Q0/20Q1) , Lenovo ThinkPad L13 (20R3/20R4) , Lenovo ThinkPad X13 (20T2/20T3) , Lenovo ThinkPad L13 Gen 2 (20VH/20VJ) , Lenovo ThinkPad X395 (20NM) , Lenovo ThinkPad X13 (20UF/20UG) , Lenovo ThinkPad X390 (20SD/20SC)",,,84.53
Acer KL.17305.002 TN display HD+ (1600x900) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,KL.17305.002,LK.17305.003,,"Asus X70AB , Acer Aspire 7745 , Acer Aspire 7745G , Samsung SE20 , MSI CX700 (MS-1731) , Acer Aspire 7741G , Packard Bell Easynote LM82 , Asus Pro76SL , HP G72-a00 , Acer Aspire 7738G",,,71.69
Acer LK.17308.002 TN display HD+ (1600x900) glossy 60Hz,Replacement Laptop LCD LED Screen Display Monitor,LK.17308.002,LK.17305.001 LK.17305.002 LK.17308.001 LK.17306.001 LK.17308.004 LK.1730D.001 KL.17305.001 KL.1730D.001 KL.17308.001 LK.1730D.002,,"Acer Aspire 7745G , Acer Aspire 7736ZG , Acer Aspire 7250 , Acer Aspire V3-771G , Acer Aspire 7739Z , Acer Aspire 7741ZG , Acer Aspire 7741Z , Asus X72JR , Asus N71JA , Asus K73SV",,,69.55
Lenovo 0A66675 TN display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,0A66675,04W1544 0A66631 04X0609 0C00347 04W3479 18200453 42T0765 04W3471 04X0531,,"Schenker XMG6 (W860CU) , Medion Erazer X6812 (MS-16F1) , Fujitsu LifeBook E782 , Asus ROG G53SW , Dell Latitude 15 (E6530) , Fujitsu Celsius H700 , Asus X5MJQ , Dell Latitude 15 (E5530) (DDR3) , Asus N53JN , Asus N53JF",,,84.53
AU Optronics B173HAN04.9 IPS display FHD (1920x1080) matt 144Hz,Replacement Laptop LCD LED Screen Display Monitor,B173HAN04.9,B173HAN04.9,,"Asus ROG G703GX , Asus ROG Strix G G731GV , Asus ROG Zephyrus S GX701GV , Asus ROG Zephyrus S GX701GWR , Asus ROG Zephyrus S GX701GXR , HP Omen 17-cb0000 , HP Omen 17-cb1000 , MSI GF76 Katana 12UC/12UCO/12UCK (MS-17L4) , MSI Sword 17 A11UD/A11UE/A11SC (MS-17L2) , MSI GL75 Leopard 10SFR/10SDK/10SDR (MS-17E7)",,,132.68
BOE NT140FHM-N43 V8.0 TN display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,NT140FHM-N43 V8.0,NT140FHM-N43 V8.3 N140HGA-EA1 C5 NT140FHM-N45 V8.1,,"Lenovo IdeaPad S340-14IWL (81N7) , Lenovo V14 G1-IML (82NA) , Lenovo 14w (81MQ) , Lenovo ThinkBook 14s IWL (20RM) , Lenovo ThinkPad E14 Gen 2 (20TB) , Lenovo ThinkPad T14 Gen 2 (20XK/20XL) , Lenovo IdeaPad S540-14IML (81NF) , Lenovo ThinkPad L14 Gen 2 (20X5/20X6) , Lenovo ThinkPad P14s Gen 1 (20S4/20S5) , Lenovo ThinkPad T14 Gen 1 (20UD/20UE)",,,138.03
Fujitsu CP709220-XX IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,CP709220-XX,CP739143-51 CP766416-51 FUJ:CP709220-XX FUJ:CP663122-XX FUJ:CP663455-XX FUJ:CP737330-XX,,"Acer TravelMate P2 (P257-M) , Acer Aspire F15 (F5-572G) , Acer Aspire ES1-572 , Acer Extensa 2520G , Acer Chromebook 15 (CB515-1H) , Asus F550DP , Asus X550LN , Asus N550JK , Asus Transformer Book Flip TP500LA , Asus F555LA",,,81.32
Acer KL.15605.006 TN display HD (1366x768) glossy 60Hz,Replacement Laptop LCD LED Screen Display Monitor,KL.15605.006,KL.15605.013 KL.15605.015 KL.15605.032 KL.15605.029 KL.15605.019 KL.15605.023 KL.15608.009,,"Acer Aspire V5-573G , Acer Aspire V5-572P , Acer TravelMate P2 (P255-M) , Acer Aspire E1-532G , Acer Aspire E1-530G , Acer Extensa 2509 , Acer Extensa 2510 , Acer Aspire V 15 Nitro (VN7-571G) , Acer Aspire V3-574G , Acer Extensa 2511G",,,73.83
Chi Mei N140FGE-EA2 TN display HD+ (1600x900) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,N140FGE-EA2,SD10A09763,,"Lenovo ThinkPad T440s (20AQ/20AR) , Lenovo ThinkPad S440 (20AY) , Schenker S405 (W840SN) , HP EliteBook 840 G2 , Lenovo ThinkPad T440 (20B7/20B6) , Lenovo ThinkPad T440s (20AQ/20AR) , Lenovo ThinkPad T440p (20AN/20AW) , Lenovo ThinkPad S440 (20AY) , Clevo W84x , Schenker S405 (W840SN)",,,84.53
Asus 18010-14041800 original IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,18010-14041800,18010-14055700,,"Asus X421EA , Asus VivoBook 14 F409DA , Asus X430FN , Asus VivoBook 14 X412FL , Asus VivoBook 14 F412FA , Asus VivoBook S14 S430UA , Asus VivoBook 14 F409FB , Asus VivoBook 14 L410MA , Asus VivoBook 14 F409FJ , Asus VivoBook 14 F415EA",,,145.52
BOE NV173FHM-N4A IPS display FHD (1920x1080) matt 144Hz,Replacement Laptop LCD LED Screen Display Monitor,NV173FHM-N4A,6091L-3877A,,"MSI GF76 Katana 12UGS/12UGK (MS-17L3) , MSI GF75 Thin 10UD/10UCK/10UC (MS-17F6) , MSI GL75 Leopard 10SCSR/10SCXR (MS-17E8) , MSI GP75 Leopard 10SEK (MS-17E7) , MSI GE75 Raider 8RE/8RF (MS-17E1) , Asus ROG Strix G17 G713QM , Asus ROG Strix G17 G713QE , MSI GP75 Leopard 9SE (MS-17E2) , MSI GP75 Leopard 9SD/9SF (MS-17E2) , MSI GT73EVR 7RD/7RE/7RF (MS-17A1)",,,132.68
BOE NV161FHM-N41 V3.0 IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,NV161FHM-N41 V3.0,NV161FHM-N41 NV161FHM-N41 HW:V3.0,,HP Pavilion Gaming 16-a0000,,,100.58
AU Optronics B140HAN04.D IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,B140HAN04.D,B140HAN04.D,,"Asus ZenBook 14 UX433FAC , Asus ZenBook 14 UX435EA , HP ProBook 640 G8 , Asus ZenBook 14 UX435EG , Asus ZenBook 14 UX433FAC , Asus ZenBook 14 UX434DA , Asus ZenBook 14 UX435EA , Asus ZenBook 14 UX434FAW , Dell Latitude 14 (5420) , Asus ZenBook 14 UX434IQ",,,79.18
Dell N1YPX IPS display FHD (1920x1080) matt 60Hz (30-Pin eDP),Replacement Laptop LCD LED Screen Display Monitor,N1YPX,DJ7G6 Y4PG7 257DG 0Y4PG7 W27J0,,"Acer Predator 17 X (GX-791) , Acer Aspire E5-773 , Clevo W67x , HP ProBook 470 G4 , Lenovo Legion Y920-17IKB (80YW) , HP 17-x100 , MSI GT72 6QD/6QE/6RE (MS-1785) , Medion Erazer P7643 (D17SHN) , HP 17-bs100 , Exone go Workstation 1735 (93608) (MS-1782)",,,133.75
Lenovo 5D10K93436 IPS display FHD (1920x1080) glossy 60Hz,Replacement Laptop LCD LED Screen Display Monitor,5D10K93436,5D10J45878 5D10K81095 5D10K93437 0018201673 18201671 18201672 18201673,,"Acer Aspire E5-571G , Acer Aspire E5-574G , Asus ROG G551JW , Asus R556LJ , Asus ROG GL551JK , Asus VivoBook R540LA , Asus VivoBook Max X541UA , Asus VivoBook Max X541UV , Asus ROG GL551JW , Asus ExpertBook P2 P2540UV",,,73.83
HP L78065-001 original IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,L78065-001,L44572-001 M47190-001 L98563-001 M140NWF5 RF 1.1,,"HP ProBook 440 G6 , HP 14-ma1000 , HP 14-ma0000 , HP 340S G7 , HP Pavilion 14-bk000 , HP Envy 14t-j000 , HP Chromebook 14 G4 , HP 240 G7 , HP ProBook 445 G2 , HP Envy 4",,,165.85
AU Optronics B160QAN02.H 0A IPS display WQXGA (2560x1600) matt 120Hz,Replacement Laptop LCD LED Screen Display Monitor,B160QAN02.H 0A,B160QAN02.H 1A,,"Asus M5602RA , Asus X7600PC , Asus Y7600CQA , Asus VivoBook 16X K3605VC , Asus VivoBook Pro K6602ZE , Lenovo ThinkBook 16 G6 IRL (21KH) , Lenovo IdeaPad 5 Pro-16ACH6 (82L5) , Lenovo IdeaPad 5 Pro-16IHU6 (82L9) , Asus ProArt StudioBook 16 W7600H3A , Asus ProArt StudioBook 16 H5600QR",,,145.52
Fujitsu CP467551-XX TN display HD (1366x768) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,CP467551-XX,CP467553-01 CP510001-01 CP568951-XX CP556093-XX CP521522-XX,,"Acer Aspire 5251 , Acer Aspire 5742Z , Acer Aspire 5336 , Acer Aspire 5333 , Acer TravelMate 5760G , Acer Aspire 5749Z , Acer TravelMate P2 (P253-M) , Acer TravelMate 5740Z , Asus K50IJ , Asus A52JC",,,60.99
Toshiba A000237380 TN display HD+ (1600x900) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,A000237380,P000606020 A000237440 H000025150 H000036930 H000043780 H000041630,,"Acer TravelMate 7740 , Asus ROG G73JW , Acer TravelMate 7740Z , Packard Bell Easynote TK11 , Packard Bell EasyNote LX86 , HP ProBook 4720s , Packard Bell Easynote LS13HR , Asus X7BJ , Acer Aspire 7250 , Acer Aspire V3-771G",,,71.69
Toshiba A000237400 TN display HD+ (1600x900) glossy 60Hz,Replacement Laptop LCD LED Screen Display Monitor,A000237400,P000608940 P000643080 H000024700 K000099490 K000080220 H000025070 A000237430 H000025160 A000237420 H000043770,,"Acer Aspire 7736 , Acer TravelMate 7740 , Acer TravelMate 7750Z , Acer Aspire 7736G , Asus X70AC , Asus ROG G73JH , Asus X7 , Asus K72JT , Asus X7DSF , Asus N73JQ",,,69.55
Asus 18G241730101 TN display HD+ (1600x900) glossy 60Hz,Replacement Laptop LCD LED Screen Display Monitor,18G241730101,18G241730600Q 18G241730600 18010-17330100 18010-17310500 18G241730400 18G241730201Q 18G241730320Q,,"Acer Aspire 7741G , Acer Aspire V3-731 , Acer TravelMate P2 (P273-M) , Acer TravelMate P2 (P276-M) , Asus N70 , Asus X70IC , Asus Pro78VG , Asus X77V , Asus X7BJF , Asus N75SF",,,69.55
Samsung BA59-04223A IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,BA59-04223A,LJ96-06168A LTN156HL01 LTN156HL01-102 LTN156HL01-104 LTN156HL01-702 BA5904223A,,"Acer Aspire V3-571G , Acer Extensa 2511G , Acer Aspire E5-574G , Acer Aspire V5-591G , Acer Predator 15 (G9-591) , Acer TravelMate P2 (P258-M) , Acer Aspire E5-523 , Acer Aspire E5-553G , Acer Aspire K50-20 , Acer TravelMate P4 (P459-G2-M)",,,81.32
Innolux N156HCA-EAA IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,N156HCA-EAA,N156HCA-EAA,,"Acer Aspire V5-561 , Acer Aspire V5-561G , Acer Aspire V5-573 , Acer Aspire V 15 Nitro (VN7-571G) , Acer TravelMate P2 (P256-M) , Acer Aspire V3-575 , Acer Aspire E5-574 , Acer TravelMate P2 (P259-G2-M) , Acer Aspire 3 (A315-31) , Acer Aspire 3 (A315-51)",,,81.32
