UID,Status,Group,Title,Price,Qty,Title_Issue
,"Dup title",,"Asus 11 C202SA Chromebook LCD Assembly Replacement Laptop LCD LED Screen Display Monitor",99.99,,"Line 68"
,"Dup title",,"Asus 15 C523N Chromebook LCD Panel Replacement Laptop LCD LED Screen Display Monitor",99.99,,"Line 69"
,"Dup title",,"Asus 11 C200MA Chromebook LCD Assembly Replacement Laptop LCD LED Screen Display Monitor",59.99,,"Line 70"
,"Dup title",,"Asus 11 C213SA Chromebook LCD Touch Panel, Glossy - PULL Replacement Laptop LCD LED Screen Display Monitor",50,,"Line 71"
438629,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Asus C213SA Chromebook LCD Assembly Replacement Laptop LCD LED Screen Display Monitor",199.99,,"Asus 11 C213SA Chromebook LCD Assembly Replacement Laptop LCD LED Screen Display Monitor"
,Discard,,"Asus 11 C214MA Chromebook Touch Panel, Glossy - Pull Replacement Laptop LCD LED Screen Display Monitor",50,,Pull
438630,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Asus 10 C100PA Chromebook LCD Assembly Replacement Laptop LCD LED Screen Display Monitor",199.99,,
438631,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Asus C213SA Chromebook LCD Touch Panel NEW Replacement Laptop LCD LED Screen Display Monitor",54,,"Asus 11 C213SA Chromebook LCD Touch Panel - NEW Replacement Laptop LCD LED Screen Display Monitor"
438632,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Dell 14 Latitude 5420 Laptop Non Touch LCD Screen Replacement Laptop LCD LED Screen Display Monitor",139.99,,"Dell 14 Latitude 5420 Laptop Non-Touch LCD Screen Replacement Laptop LCD LED Screen Display Monitor"
438633,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Dell 3110 Chromebook LCD Panel Replacement Laptop LCD LED Screen Display Monitor",50,,"Dell 11 3110 Chromebook LCD Panel - GRADE A Replacement Laptop LCD LED Screen Display Monitor"
438634,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Dell 3110 Chromebook LCD Panel NEW Replacement Laptop LCD LED Screen Display Monitor",50,,"Dell 11 3110 Chromebook LCD Panel - NEW Replacement Laptop LCD LED Screen Display Monitor"
438635,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Dell 3110 Touch Chromebook LCD Panel 40 Pin Glossy NEW Replacement Laptop LCD LED Screen Display Monitor",54,,"Dell 11 3110 Touch Chromebook LCD Touch Panel, 40-Pin, Glossy - NEW Replacement Laptop LCD LED Screen Display Monitor"
438636,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Dell 3190 2-in-1 LCD Screen Replacement Laptop LCD LED Screen Display Monitor",103.99,,
,Discard,,"Dell 11 3110 Touch Chromebook LCD Touch Panel, 40-Pin, Glossy - PULL Replacement Laptop LCD LED Screen Display Monitor",50,,Pull
438637,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Dell 3110 2-in-1 Chromebook LCD Module Replacement Laptop LCD LED Screen Display Monitor",125.99,,"Dell 11 3110 2-in-1 Chromebook LCD Module Replacement Laptop LCD LED Screen Display Monitor"
438638,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Dell 3100 2-in-1 Chromebook LCD Touch Screen Assembly Replacement Laptop LCD LED Screen Display Monitor",115.99,,"Dell 11 3100 2 in 1 Chromebook LCD Touchscreen Assembly Replacement Laptop LCD LED Screen Display Monitor"
438639,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Dell 3100 Non Touch Chromebook LCD Panel Replacement Laptop LCD LED Screen Display Monitor",50,,"Dell 11 3100 Non-touch Chromebook LCD Panel - GRADE A Replacement Laptop LCD LED Screen Display Monitor"
438640,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Dell 3100 2-in-1 Chromebook LCD Touch Screen Module Stylus Replacement Laptop LCD LED Screen Display Monitor",136.99,,"Dell 11 3100 2-in-1 Chromebook LCD Touchscreen Module (Stylus Compatible) Replacement Laptop LCD LED Screen Display Monitor"
438641,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Dell 3181 Chromebook LCD Panel Replacement Laptop LCD LED Screen Display Monitor",50,,"Dell 11 3181 Chromebook LCD Panel - GRADE A Replacement Laptop LCD LED Screen Display Monitor"
438642,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Dell 3100 2-in-1 Chromebook LCD Touch Screen Module Replacement Laptop LCD LED Screen Display Monitor",98.99,,"Dell 11 3100 2-in-1 Chromebook LCD Touchscreen Module Replacement Laptop LCD LED Screen Display Monitor"
438643,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Dell 3100 Non Touch Chromebook LCD Panel NEW Replacement Laptop LCD LED Screen Display Monitor",50,,"Dell 11 3100 Non-touch Chromebook LCD Panel - NEW Replacement Laptop LCD LED Screen Display Monitor"
438644,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Dell 13 3380 Chromebook LCD Assembly Replacement Laptop LCD LED Screen Display Monitor",199.99,,
438645,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Dell 3181 Chromebook LCD Panel NEW Replacement Laptop LCD LED Screen Display Monitor",50,,"Dell 11 3181 Chromebook LCD Panel - NEW Replacement Laptop LCD LED Screen Display Monitor"
438646,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Dell 5190 Chromebook LCD Assembly Replacement Laptop LCD LED Screen Display Monitor",119.99,,"Dell 11 5190 Chromebook LCD Assembly Replacement Laptop LCD LED Screen Display Monitor"
438647,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Dell 3120 Chromebook LCD Panel NEW Replacement Laptop LCD LED Screen Display Monitor",50,,"Dell 11 3120 Chromebook LCD Panel - NEW Replacement Laptop LCD LED Screen Display Monitor"
